,niche1,niche2,niche3,niche4,niche5,niche6,niche9,niche10
261,0.015873017,0.24867725,0.01058201,0.052910052,0.27513227,0.074074075,0.17989418,0.14285715
262,0.016304348,0.26086956,0.038043477,0.06521739,0.23369566,0.08152174,0.18478261,0.11956522
263,0.021978023,0.25274727,0.016483517,0.043956045,0.26923078,0.082417585,0.18131869,0.13186814
264,0.011111111,0.32222223,0.033333335,0.05,0.18333334,0.094444446,0.17222223,0.13333334
265,0.03125,0.296875,0.026041666,0.052083332,0.19791667,0.088541664,0.18229167,0.125
266,0.04232804,0.25925925,0.026455026,0.04232804,0.1904762,0.13756613,0.17460318,0.12698413
267,0.01604278,0.26737967,0.04812834,0.053475935,0.20320855,0.101604275,0.1764706,0.13368984
268,0.027027028,0.2054054,0.07027027,0.06486487,0.18378378,0.10810811,0.2054054,0.13513513
269,0.028571429,0.22285715,0.09142857,0.06285714,0.17142858,0.12571429,0.18857142,0.108571425
270,0.031914894,0.20212767,0.14361702,0.07978723,0.14361702,0.05851064,0.21276596,0.12765957
271,0.024539877,0.17177914,0.17791411,0.06748466,0.17791411,0.08588957,0.17177914,0.12269939
272,0.025,0.13125,0.14375,0.1125,0.2125,0.06875,0.19375,0.1125
273,0.023952097,0.1736527,0.16766468,0.14371258,0.21556886,0.047904193,0.17964073,0.047904193
274,0.017857144,0.14880952,0.19642857,0.16666667,0.1845238,0.05952381,0.20238096,0.023809524
275,0.0124223605,0.16149068,0.21118012,0.13664596,0.1552795,0.11801242,0.20496894,0.0
276,0.018072288,0.12650603,0.24096386,0.12048193,0.16867469,0.09638554,0.22289157,0.006024096
277,0.012121212,0.13939394,0.2,0.10909091,0.16969697,0.1030303,0.26666668,0.0
278,0.022346368,0.10055866,0.25139666,0.06703911,0.16759777,0.11173184,0.2793296,0.0
279,0.0,0.082417585,0.2747253,0.071428575,0.20879121,0.08791209,0.2747253,0.0
280,0.0056179776,0.06741573,0.41573033,0.028089888,0.16292135,0.101123594,0.21910113,0.0
281,0.0,0.15028901,0.2947977,0.028901733,0.10404624,0.13872832,0.28323698,0.0
282,0.0,0.10285714,0.38285714,0.045714285,0.18285714,0.068571426,0.21714285,0.0
283,0.0054347827,0.097826086,0.33695653,0.016304348,0.17391305,0.08695652,0.2826087,0.0
284,0.018181818,0.1030303,0.33939394,0.0,0.2,0.048484847,0.29090908,0.0
285,0.03314917,0.08287293,0.29281768,0.0,0.21546961,0.055248618,0.320442,0.0
286,0.023529412,0.11176471,0.3529412,0.0,0.16470589,0.047058824,0.3,0.0
287,0.0064935065,0.071428575,0.37012988,0.0,0.18831168,0.051948052,0.3116883,0.0
288,0.0,0.069767445,0.38372093,0.0,0.18604651,0.075581394,0.2848837,0.0
